CVEID	Method or Impact	Context	Artifact	Countermeasure	Phase	Category
CVE-2021-31986	Shutdown	nan	Digital Information Bearer	Operational Dependency Mapping	Identification	General
CVE-2021-31986	Shutdown	nan	Digital Information Bearer	Organization Mapping	Identification	General
CVE-2021-31986	Shutdown	nan	Digital Information Bearer	Data Exchange Mapping	Recovery	General
CVE-2021-31986	Shutdown	nan	Digital Information Bearer	Service Dependency Mapping	Identification	General
CVE-2021-31986	Shutdown	nan	Digital Information Bearer	System Dependency Mapping	Containment	General
CVE-2021-31986	Shutdown	nan	Digital Information Bearer	User Geolocation Logon Pattern Analysis	Identification	General
CVE-2021-31986	Shutdown	nan	Digital Information Bearer	Network Traffic Filtering	Identification	General
CVE-2021-31986	Shutdown	nan	Digital Information Bearer	Administrative Network Activity Analysis	Identification	General
CVE-2021-31986	Shutdown	nan	Digital Information Bearer	Connection Attempt Analysis	Identification	General
CVE-2021-31986	Shutdown	nan	Digital Information Bearer	Broadcast Domain Isolation	Identification	General
CVE-2021-31986	Shutdown	nan	Digital Information Bearer	IPC Traffic Analysis	Identification	General
CVE-2021-31986	Shutdown	nan	Digital Information Bearer	DNS Denylisting	Containment	General
CVE-2021-31986	Shutdown	nan	Digital Information Bearer	DNS Traffic Analysis	Identification	General
CVE-2021-31986	Shutdown	nan	Digital Information Bearer	DNS Allowlisting	Identification	General
CVE-2021-31986	Shutdown	nan	Digital Information Bearer	Forward Resolution Domain Denylisting	Containment	General
CVE-2021-31986	Shutdown	nan	Digital Information Bearer	Reverse Resolution IP Denylisting	Identification	General
CVE-2021-31986	Shutdown	nan	Digital Information Bearer	File Carving	Containment	General
CVE-2021-31986	Shutdown	nan	Digital Information Bearer	Inbound Traffic Filtering	Identification	General
CVE-2021-31986	Shutdown	nan	Digital Information Bearer	Inbound Session Volume Analysis	Containment	General
CVE-2021-31986	Shutdown	nan	Digital Information Bearer	Forward Resolution IP Denylisting	Containment	General
CVE-2021-31986	Shutdown	nan	Digital Information Bearer	Reverse Resolution Domain Denylisting	Containment	General
CVE-2021-31986	Shutdown	nan	Digital Information Bearer	Relay Pattern Analysis	Identification	General
CVE-2021-31986	Shutdown	nan	Digital Information Bearer	RPC Traffic Analysis	Containment	General
CVE-2021-31986	Shutdown	nan	Digital Information Bearer	Outbound Traffic Filtering	Identification	General
CVE-2021-31986	Shutdown	nan	Digital Information Bearer	Authentication Event Thresholding	Containment	General
CVE-2021-31986	Shutdown	nan	Digital Information Bearer	Resource Access Pattern Analysis	Containment	General
CVE-2021-31986	Shutdown	nan	Digital Information Bearer	Session Duration Analysis	Identification	General
CVE-2021-31986	Shutdown	nan	Digital Information Bearer	Authorization Event Thresholding	Identification	General
CVE-2021-31986	Shutdown	nan	Digital Information Bearer	Job Function Access Pattern Analysis	Containment	General
CVE-2021-31986	Shutdown	nan	Digital Information Bearer	User Data Transfer Analysis	Identification	General
CVE-2021-31986	Shutdown	nan	Digital Information Bearer	Web Session Activity Analysis	Identification	General
CVE-2021-31986	Shutdown	nan	Digital Information Bearer	File Access Pattern Analysis	Identification	General
CVE-2021-31986	Shutdown	nan	Digital Information Bearer	Decoy Persona	Identification	General
CVE-2021-31986	Shutdown	nan	Digital Information Bearer	Process Segment Execution Prevention	Identification	General
CVE-2021-31986	Shutdown	nan	Digital Information Bearer	Segment Address Offset Randomization	Identification	General
CVE-2021-31986	Shutdown	nan	Digital Information Bearer	Process Code Segment Verification	Identification	General
CVE-2021-31986	Shutdown	nan	Digital Information Bearer	Memory Boundary Tracking	Identification	General
CVE-2021-31986	Shutdown	nan	Digital Information Bearer	Restore Database	Identification	General
CVE-2021-31986	Shutdown	nan	Digital Information Bearer	System Configuration Permissions	Identification	General
CVE-2021-31986	Shutdown	nan	Digital Information Bearer	Decoy Environment	Containment	General
CVE-2021-31986	Shutdown	nan	Digital Information Bearer	System Vulnerability Assessment	Identification	General
CVE-2021-31986	Shutdown	nan	Digital Information Bearer	Disk Encryption	Identification	General
CVE-2021-31986	Shutdown	nan	Digital Information Bearer	Driver Load Integrity Checking	Recovery	General
CVE-2021-31986	Shutdown	nan	Digital Information Bearer	Network Node Inventory	Identification	General
CVE-2021-31986	Shutdown	nan	Digital Information Bearer	Endpoint Health Beacon	Containment	General
CVE-2021-31986	Shutdown	nan	Digital Information Bearer	Logical Link Mapping	Preparation	General
CVE-2021-31986	Shutdown	nan	Digital Information Bearer	Physical Link Mapping	Identification	General
CVE-2021-31986	Shutdown	nan	Digital Information Bearer	Restore Network Access	Containment	General
CVE-2021-31986	Shutdown	nan	Digital Information Bearer	Hardware Component Inventory	Containment	General
CVE-2021-31986	Shutdown	nan	Digital Information Bearer	Connected Honeynet	Identification	General
CVE-2021-31986	Shutdown	nan	Digital Information Bearer	Standalone Honeynet	Recovery	General
CVE-2021-31986	Shutdown	nan	Digital Information Bearer	Message Authentication	Preparation	General
CVE-2021-31986	Shutdown	nan	Digital Information Bearer	Message Encryption	Preparation	General
CVE-2021-31986	Shutdown	nan	Digital Information Bearer	Shadow Stack Comparisons	Identification	General
CVE-2021-31987	Authentication Bypass	nan	Windows Shortcut File	File Encryption	Containment	File
CVE-2021-31987	Authentication Bypass	nan	Windows Shortcut File	Local File Permissions	Identification	File
CVE-2021-31987	Authentication Bypass	nan	Windows Shortcut File	Decoy File	Identification	File
CVE-2021-31987	Authentication Bypass	nan	Windows Shortcut File	File Analysis	Identification	File
CVE-2021-31987	Authentication Bypass	nan	Windows Shortcut File	File Removal	Eradication	File
CVE-2021-31987	Authentication Bypass	nan	Windows Shortcut File	File Integrity Monitoring	Identification	File
CVE-2021-31987	Authentication Bypass	nan	Windows Shortcut File	Restore File	Recovery	File
CVE-2021-31987	Authentication Bypass	nan	Authentication	Authentication Event Thresholding	Identification	General
CVE-2021-31987	Authentication Bypass	nan	Authentication	Resource Access Pattern Analysis	Identification	General
CVE-2021-31987	Authentication Bypass	nan	Authentication	Session Duration Analysis	Identification	General
CVE-2021-31988	Authentication Bypass	Application	Windows Shortcut File	File Encryption	Containment	File
CVE-2021-31988	Authentication Bypass	Application	Windows Shortcut File	Local File Permissions	Identification	File
CVE-2021-31988	Authentication Bypass	Application	Windows Shortcut File	Decoy File	Identification	File
CVE-2021-31988	Authentication Bypass	Application	Windows Shortcut File	File Analysis	Identification	File
CVE-2021-31988	Authentication Bypass	Application	Windows Shortcut File	File Removal	Eradication	File
CVE-2021-31988	Authentication Bypass	Application	Windows Shortcut File	File Integrity Monitoring	Identification	File
CVE-2021-31988	Authentication Bypass	Application	Windows Shortcut File	Restore File	Recovery	File
CVE-2021-31988	Authentication Bypass	Application	Authentication	Authentication Event Thresholding	Identification	General
CVE-2021-31988	Authentication Bypass	Application	Authentication	Resource Access Pattern Analysis	Identification	General
CVE-2021-31988	Authentication Bypass	Application	Authentication	Session Duration Analysis	Identification	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Restore Configuration	Recovery	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Application Configuration Hardening	Containment	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	System Init Config Analysis	Identification	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	File Encryption	Containment	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Local File Permissions	Identification	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Decoy File	Identification	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	File Analysis	Identification	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	File Removal	Eradication	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	File Integrity Monitoring	Identification	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Restore File	Recovery	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	User Session Init Config Analysis	Identification	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Certificate Analysis	Identification	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Container Image Analysis	Identification	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Dynamic Analysis	Identification	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Emulated File Analysis	Identification	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Email Filtering	Containment	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Email Removal	Eradication	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Homoglyph Detection	Identification	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Sender MTA Reputation Analysis	Identification	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Sender Reputation Analysis	Identification	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Restore Email	Recovery	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Executable Allowlisting	Containment	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Executable Denylisting	Containment	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	System File Analysis	Identification	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	IO Port Restriction	Containment	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Input Device Analysis	Identification	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Decoy Network Resource	Identification	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Process Spawn Analysis	Identification	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Process Lineage Analysis	Identification	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Process Self-Modification Detection	Identification	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Hardware-based Process Isolation	Containment	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Mandatory Access Control	Containment	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Host Shutdown	Eradication	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Host Reboot	Eradication	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Process Suspension	Containment	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Process Termination	Eradication	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Domain Trust Policy	Identification	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Script Execution Analysis	Identification	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	System Daemon Monitoring	Identification	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Account Locking	Containment	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Biometric Authentication	Containment	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Multi-factor Authentication	Containment	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	One-time Password	Containment	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Strong Password Policy	Recovery	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	User Account Permissions	Identification	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Restore User Account Access	Recovery	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Unlock Account	Recovery	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Domain Account Monitoring	Identification	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Local Account Monitoring	Identification	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	System Call Analysis	Identification	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	System Call Filtering	Containment	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	File Creation Analysis	Identification	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Authentication Cache Invalidation	Identification	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Credential Revoking	Identification	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Credential Compromise Scope Analysis	Identification	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Credential Rotation	Identification	General
